S,I,R,tempo
0.90,20.05,49.04,174.8
0.90,20.03,49.07,174.9
0.90,20.01,49.09,175.0
0.90,19.99,49.11,175.1
0.90,19.97,49.14,175.2
0.89,19.95,49.16,175.3
0.89,19.93,49.18,175.4
0.89,19.91,49.20,175.5
0.89,19.89,49.23,175.6
0.89,19.87,49.25,175.7
0.88,19.84,49.27,175.8
0.88,19.82,49.29,175.9
0.88,19.80,49.32,176.0
0.88,19.78,49.34,176.1
0.88,19.76,49.36,176.2
0.88,19.74,49.38,176.3
0.87,19.72,49.41,176.4
0.87,19.70,49.43,176.5
0.87,19.68,49.45,176.6
0.87,19.66,49.47,176.7
0.87,19.64,49.50,176.8
0.87,19.62,49.52,176.9
0.86,19.60,49.54,177.0
0.86,19.58,49.56,177.1
0.86,19.56,49.58,177.2
0.86,19.53,49.61,177.3
0.86,19.51,49.63,177.4
0.86,19.49,49.65,177.5
0.85,19.47,49.67,177.6
0.85,19.45,49.70,177.7
0.85,19.43,49.72,177.8
0.85,19.41,49.74,177.9
0.85,19.39,49.76,178.0
0.85,19.37,49.78,178.1
0.84,19.35,49.81,178.2
0.84,19.33,49.83,178.3
0.84,19.31,49.85,178.4
0.84,19.29,49.87,178.5
0.84,19.27,49.89,178.6
0.84,19.25,49.92,178.7
0.83,19.23,49.94,178.8
0.83,19.21,49.96,178.9
0.83,19.19,49.98,179.0
0.83,19.17,50.00,179.1
0.83,19.15,50.02,179.2
0.83,19.13,50.05,179.3
0.82,19.11,50.07,179.4
0.82,19.09,50.09,179.5
0.82,19.07,50.11,179.6
0.82,19.05,50.13,179.7
0.82,19.03,50.15,179.8
0.82,19.01,50.18,179.9
0.82,18.99,50.20,180.0
0.81,18.97,50.22,180.1
0.81,18.95,50.24,180.2
0.81,18.93,50.26,180.3
0.81,18.91,50.28,180.4
0.81,18.89,50.31,180.5
0.81,18.87,50.33,180.6
0.80,18.85,50.35,180.7
0.80,18.83,50.37,180.8
0.80,18.81,50.39,180.9
0.80,18.79,50.41,181.0
0.80,18.77,50.43,181.1
0.80,18.75,50.46,181.2
0.80,18.73,50.48,181.3
0.79,18.71,50.50,181.4
0.79,18.69,50.52,181.5
0.79,18.67,50.54,181.6
0.79,18.65,50.56,181.7
0.79,18.63,50.58,181.8
0.79,18.61,50.60,181.9
0.78,18.59,50.63,182.0
0.78,18.57,50.65,182.1
0.78,18.55,50.67,182.2
0.78,18.53,50.69,182.3
0.78,18.51,50.71,182.4
0.78,18.49,50.73,182.5
0.78,18.47,50.75,182.6
0.77,18.45,50.77,182.7
0.77,18.43,50.79,182.8
0.77,18.41,50.81,182.9
0.77,18.39,50.84,183.0
0.77,18.37,50.86,183.1
0.77,18.36,50.88,183.2
0.77,18.34,50.90,183.3
0.76,18.32,50.92,183.4
0.76,18.30,50.94,183.5
0.76,18.28,50.96,183.6
0.76,18.26,50.98,183.7
0.76,18.24,51.00,183.8
0.76,18.22,51.02,183.9
0.76,18.20,51.04,184.0
0.76,18.18,51.06,184.1
0.75,18.16,51.08,184.2
0.75,18.14,51.11,184.3
0.75,18.12,51.13,184.4
0.75,18.10,51.15,184.5
0.75,18.08,51.17,184.6
0.75,18.07,51.19,184.7
0.75,18.05,51.21,184.8
0.74,18.03,51.23,184.9
0.74,18.01,51.25,185.0
0.74,17.99,51.27,185.1
0.74,17.97,51.29,185.2
0.74,17.95,51.31,185.3
0.74,17.93,51.33,185.4
0.74,17.91,51.35,185.5
0.74,17.89,51.37,185.6
0.73,17.87,51.39,185.7
0.73,17.86,51.41,185.8
0.73,17.84,51.43,185.9
0.73,17.82,51.45,186.0
0.73,17.80,51.47,186.1
0.73,17.78,51.49,186.2
0.73,17.76,51.51,186.3
0.72,17.74,51.53,186.4
0.72,17.72,51.55,186.5
0.72,17.70,51.57,186.6
0.72,17.69,51.59,186.7
0.72,17.67,51.61,186.8
0.72,17.65,51.63,186.9
0.72,17.63,51.65,187.0
0.72,17.61,51.67,187.1
0.71,17.59,51.69,187.2
0.71,17.57,51.71,187.3
0.71,17.55,51.73,187.4
0.71,17.53,51.75,187.5
0.71,17.52,51.77,187.6
0.71,17.50,51.79,187.7
0.71,17.48,51.81,187.8
0.71,17.46,51.83,187.9
0.70,17.44,51.85,188.0
0.70,17.42,51.87,188.1
0.70,17.40,51.89,188.2
0.70,17.39,51.91,188.3
0.70,17.37,51.93,188.4
0.70,17.35,51.95,188.5
0.70,17.33,51.97,188.6
0.70,17.31,51.99,188.7
0.69,17.29,52.01,188.8
0.69,17.28,52.03,188.9
0.69,17.26,52.05,189.0
0.69,17.24,52.07,189.1
0.69,17.22,52.09,189.2
0.69,17.20,52.11,189.3
0.69,17.18,52.13,189.4
0.69,17.16,52.15,189.5
0.69,17.15,52.17,189.6
0.68,17.13,52.19,189.7
0.68,17.11,52.21,189.8
0.68,17.09,52.23,189.9
0.68,17.07,52.25,190.0
0.68,17.05,52.27,190.1
0.68,17.04,52.29,190.2
0.68,17.02,52.30,190.3
0.68,17.00,52.32,190.4
0.67,16.98,52.34,190.5
0.67,16.96,52.36,190.6
0.67,16.95,52.38,190.7
0.67,16.93,52.40,190.8
0.67,16.91,52.42,190.9
0.67,16.89,52.44,191.0
0.67,16.87,52.46,191.1
0.67,16.86,52.48,191.2
0.67,16.84,52.50,191.3
0.66,16.82,52.52,191.4
0.66,16.80,52.54,191.5
0.66,16.78,52.55,191.6
0.66,16.77,52.57,191.7
0.66,16.75,52.59,191.8
0.66,16.73,52.61,191.9
0.66,16.71,52.63,192.0
0.66,16.69,52.65,192.1
0.66,16.68,52.67,192.2
0.65,16.66,52.69,192.3
0.65,16.64,52.71,192.4
0.65,16.62,52.73,192.5
0.65,16.60,52.74,192.6
0.65,16.59,52.76,192.7
0.65,16.57,52.78,192.8
0.65,16.55,52.80,192.9
0.65,16.53,52.82,193.0
0.65,16.52,52.84,193.1
0.64,16.50,52.86,193.2
0.64,16.48,52.88,193.3
0.64,16.46,52.89,193.4
0.64,16.45,52.91,193.5
0.64,16.43,52.93,193.6
0.64,16.41,52.95,193.7
0.64,16.39,52.97,193.8
0.64,16.37,52.99,193.9
0.64,16.36,53.01,194.0
0.64,16.34,53.02,194.1
0.63,16.32,53.04,194.2
0.63,16.30,53.06,194.3
0.63,16.29,53.08,194.4
0.63,16.27,53.10,194.5
0.63,16.25,53.12,194.6
0.63,16.23,53.14,194.7
0.63,16.22,53.15,194.8
0.63,16.20,53.17,194.9
0.63,16.18,53.19,195.0
0.63,16.17,53.21,195.1
0.62,16.15,53.23,195.2
0.62,16.13,53.25,195.3
0.62,16.11,53.26,195.4
0.62,16.10,53.28,195.5
0.62,16.08,53.30,195.6
0.62,16.06,53.32,195.7
0.62,16.04,53.34,195.8
0.62,16.03,53.36,195.9
0.62,16.01,53.37,196.0
0.62,15.99,53.39,196.1
0.61,15.98,53.41,196.2
0.61,15.96,53.43,196.3
0.61,15.94,53.45,196.4
0.61,15.92,53.47,196.5
0.61,15.91,53.48,196.6
0.61,15.89,53.50,196.7
0.61,15.87,53.52,196.8
0.61,15.86,53.54,196.9
0.61,15.84,53.56,197.0
0.61,15.82,53.57,197.1
0.60,15.80,53.59,197.2
0.60,15.79,53.61,197.3
0.60,15.77,53.63,197.4
0.60,15.75,53.65,197.5
0.60,15.74,53.66,197.6
0.60,15.72,53.68,197.7
0.60,15.70,53.70,197.8
0.60,15.69,53.72,197.9
0.60,15.67,53.73,198.0
0.60,15.65,53.75,198.1
0.60,15.63,53.77,198.2
0.59,15.62,53.79,198.3
0.59,15.60,53.81,198.4
0.59,15.58,53.82,198.5
0.59,15.57,53.84,198.6
0.59,15.55,53.86,198.7
0.59,15.53,53.88,198.8
0.59,15.52,53.89,198.9
